run	avg_migration	samples	random_r0	R0.state0	R0.state1	f_migrationRatesSkyline.state0_to_state1	f_migrationRatesSkyline.state1_to_state0	popSize0	popSize1	samplingProportion0	samplingProportion1
92	5.000000	250.000000	0	1.500000	1.500000	13.673646	1.897393	70287.000000	60690.000000	1.000000	1.000000
93	5.000000	250.000000	0	1.500000	1.500000	2.403537	0.857230	25204.000000	29860.000000	1.000000	1.000000
94	5.000000	250.000000	0	1.500000	1.500000	3.600016	0.629117	52963.000000	62669.000000	1.000000	1.000000
95	5.000000	250.000000	0	1.500000	1.500000	7.147132	2.587721	16603.000000	84564.000000	1.000000	1.000000
96	5.000000	250.000000	0	1.500000	1.500000	1.436296	14.136094	53700.000000	19659.000000	1.000000	1.000000
97	5.000000	250.000000	0	1.500000	1.500000	0.976559	2.515345	32438.000000	12733.000000	1.000000	1.000000
98	5.000000	250.000000	0	1.500000	1.500000	22.074088	1.189375	2626.000000	99749.000000	1.000000	1.000000
99	5.000000	250.000000	0	1.500000	1.500000	5.932494	6.656425	24822.000000	58662.000000	1.000000	1.000000
100	5.000000	250.000000	0	1.500000	1.500000	3.652207	12.624834	67411.000000	45149.000000	1.000000	1.000000
101	5.000000	500.000000	0	1.500000	1.500000	0.504060	1.235607	18079.000000	39414.000000	1.000000	1.000000
102	5.000000	500.000000	0	1.500000	1.500000	4.925430	10.812594	82164.000000	60163.000000	1.000000	1.000000
103	5.000000	500.000000	0	1.500000	1.500000	1.577681	18.350046	33373.000000	84427.000000	1.000000	1.000000
104	5.000000	500.000000	0	1.500000	1.500000	5.937316	0.557830	90920.000000	33319.000000	1.000000	1.000000
105	5.000000	500.000000	0	1.500000	1.500000	5.330640	2.023936	63719.000000	84854.000000	1.000000	1.000000
106	5.000000	500.000000	0	1.500000	1.500000	0.040438	5.442132	99273.000000	52121.000000	1.000000	1.000000
107	5.000000	500.000000	0	1.500000	1.500000	0.363092	0.045629	39790.000000	46427.000000	1.000000	1.000000
108	5.000000	500.000000	0	1.500000	1.500000	0.985419	19.022235	68732.000000	35843.000000	1.000000	1.000000
109	5.000000	500.000000	0	1.500000	1.500000	7.400878	35.882192	20741.000000	89684.000000	1.000000	1.000000
110	5.000000	500.000000	0	1.500000	1.500000	0.391209	6.443967	49541.000000	25816.000000	1.000000	1.000000
111	5.000000	500.000000	0	1.500000	1.500000	1.477658	0.889669	24667.000000	62513.000000	1.000000	1.000000
112	5.000000	500.000000	0	1.500000	1.500000	2.626422	6.854298	38519.000000	13107.000000	1.000000	1.000000
113	5.000000	500.000000	0	1.500000	1.500000	1.940261	23.907700	23475.000000	17902.000000	1.000000	1.000000
114	5.000000	500.000000	0	1.500000	1.500000	1.013995	3.021520	59200.000000	78832.000000	1.000000	1.000000
115	5.000000	500.000000	0	1.500000	1.500000	1.174582	4.670072	39691.000000	69051.000000	1.000000	1.000000
116	5.000000	500.000000	0	1.500000	1.500000	2.563964	1.857932	54426.000000	70203.000000	1.000000	1.000000
117	5.000000	500.000000	0	1.500000	1.500000	7.784917	12.060287	10942.000000	39192.000000	1.000000	1.000000
118	5.000000	500.000000	0	1.500000	1.500000	1.874899	1.939483	36128.000000	61504.000000	1.000000	1.000000
119	5.000000	500.000000	0	1.500000	1.500000	3.286183	1.341184	28081.000000	53715.000000	1.000000	1.000000
120	5.000000	500.000000	0	1.500000	1.500000	6.422184	12.969272	76618.000000	60174.000000	1.000000	1.000000
121	5.000000	500.000000	0	1.500000	1.500000	0.142923	21.084666	84252.000000	68674.000000	1.000000	1.000000
122	5.000000	500.000000	0	1.500000	1.500000	3.866136	18.262585	3382.000000	88525.000000	1.000000	1.000000
123	5.000000	500.000000	0	1.500000	1.500000	3.235563	0.116772	88855.000000	52044.000000	1.000000	1.000000
124	5.000000	500.000000	0	1.500000	1.500000	12.095695	5.478935	52921.000000	42001.000000	1.000000	1.000000
125	5.000000	500.000000	0	1.500000	1.500000	14.272596	16.368959	31611.000000	6041.000000	1.000000	1.000000
126	5.000000	500.000000	0	1.500000	1.500000	10.980071	2.205270	85268.000000	84502.000000	1.000000	1.000000
127	5.000000	500.000000	0	1.500000	1.500000	0.485881	6.282932	92289.000000	16036.000000	1.000000	1.000000
128	5.000000	500.000000	0	1.500000	1.500000	8.999407	12.398106	69257.000000	57593.000000	1.000000	1.000000
129	5.000000	500.000000	0	1.500000	1.500000	23.089770	0.080004	22773.000000	5229.000000	1.000000	1.000000
129	5.000000	500.000000	0	1.500000	1.500000	2.633534	6.553065	70401.000000	49864.000000	1.000000	1.000000
130	5.000000	500.000000	0	1.500000	1.500000	8.426723	0.319875	93607.000000	28712.000000	1.000000	1.000000
131	5.000000	500.000000	0	1.500000	1.500000	0.183746	3.527874	48689.000000	96785.000000	1.000000	1.000000
132	5.000000	500.000000	0	1.500000	1.500000	1.073727	3.827149	39447.000000	24397.000000	1.000000	1.000000
133	5.000000	500.000000	0	1.500000	1.500000	0.335225	9.873011	29281.000000	94802.000000	1.000000	1.000000
134	5.000000	500.000000	0	1.500000	1.500000	20.852793	6.630476	55371.000000	32503.000000	1.000000	1.000000
135	5.000000	500.000000	0	1.500000	1.500000	12.141385	0.696447	12479.000000	1564.000000	1.000000	1.000000
136	5.000000	500.000000	0	1.500000	1.500000	0.705007	1.078451	80873.000000	89801.000000	1.000000	1.000000
137	5.000000	500.000000	0	1.500000	1.500000	3.408273	0.940884	28543.000000	18260.000000	1.000000	1.000000
138	5.000000	500.000000	0	1.500000	1.500000	2.397161	12.412495	76635.000000	57031.000000	1.000000	1.000000
139	5.000000	500.000000	0	1.500000	1.500000	1.986410	4.956904	89625.000000	95009.000000	1.000000	1.000000
140	5.000000	500.000000	0	1.500000	1.500000	2.597254	2.505232	25832.000000	76735.000000	1.000000	1.000000
141	5.000000	500.000000	0	1.500000	1.500000	5.047989	0.776494	3257.000000	8996.000000	1.000000	1.000000
142	5.000000	500.000000	0	1.500000	1.500000	5.643102	5.829952	65257.000000	84682.000000	1.000000	1.000000
143	5.000000	500.000000	0	1.500000	1.500000	5.839602	0.554173	68365.000000	24028.000000	1.000000	1.000000
144	5.000000	500.000000	0	1.500000	1.500000	0.273988	3.672580	8937.000000	20645.000000	1.000000	1.000000
145	5.000000	500.000000	0	1.500000	1.500000	7.316678	2.601932	25187.000000	84638.000000	1.000000	1.000000
146	5.000000	500.000000	0	1.500000	1.500000	4.955783	2.146170	91220.000000	94278.000000	1.000000	1.000000
147	5.000000	500.000000	0	1.500000	1.500000	7.133600	0.930705	71218.000000	74367.000000	1.000000	1.000000
148	5.000000	500.000000	0	1.500000	1.500000	8.780201	11.256489	77940.000000	4421.000000	1.000000	1.000000
149	5.000000	500.000000	0	1.500000	1.500000	5.835054	0.263984	81157.000000	86069.000000	1.000000	1.000000
150	5.000000	500.000000	0	1.500000	1.500000	1.606769	17.110492	49496.000000	26292.000000	1.000000	1.000000
151	5.000000	500.000000	0	1.500000	1.500000	3.140084	1.261676	51781.000000	40294.000000	1.000000	1.000000
152	5.000000	500.000000	0	1.500000	1.500000	8.630636	2.396527	25766.000000	29435.000000	1.000000	1.000000
153	5.000000	500.000000	0	1.500000	1.500000	6.107087	4.177129	98975.000000	46756.000000	1.000000	1.000000
154	5.000000	500.000000	0	1.500000	1.500000	0.183756	2.971081	60413.000000	39948.000000	1.000000	1.000000
155	5.000000	500.000000	0	1.500000	1.500000	4.639913	9.470455	11524.000000	64931.000000	1.000000	1.000000
156	5.000000	500.000000	0	1.500000	1.500000	4.062247	2.124462	11442.000000	93902.000000	1.000000	1.000000
157	5.000000	500.000000	0	1.500000	1.500000	3.691519	0.733269	87602.000000	94951.000000	1.000000	1.000000
158	5.000000	500.000000	0	1.500000	1.500000	0.813348	0.709966	13503.000000	53832.000000	1.000000	1.000000
159	5.000000	500.000000	0	1.500000	1.500000	1.061541	0.234407	1653.000000	38286.000000	1.000000	1.000000
160	5.000000	500.000000	0	1.500000	1.500000	3.139534	2.683354	61739.000000	39867.000000	1.000000	1.000000
161	5.000000	500.000000	0	1.500000	1.500000	3.045984	11.082265	24673.000000	91427.000000	1.000000	1.000000
162	5.000000	500.000000	0	1.500000	1.500000	6.872222	2.715160	71724.000000	52656.000000	1.000000	1.000000
163	5.000000	500.000000	0	1.500000	1.500000	1.762478	0.669099	56790.000000	90926.000000	1.000000	1.000000
164	5.000000	500.000000	0	1.500000	1.500000	15.600269	0.402588	62094.000000	20096.000000	1.000000	1.000000
164	5.000000	500.000000	0	1.500000	1.500000	1.327240	3.556469	47021.000000	66860.000000	1.000000	1.000000
165	5.000000	500.000000	0	1.500000	1.500000	7.516766	0.099315	89616.000000	60342.000000	1.000000	1.000000
166	5.000000	500.000000	0	1.500000	1.500000	21.144389	0.154678	12179.000000	76858.000000	1.000000	1.000000
167	5.000000	500.000000	0	1.500000	1.500000	2.593703	0.843207	51508.000000	57601.000000	1.000000	1.000000
168	5.000000	500.000000	0	1.500000	1.500000	5.120503	0.826018	42859.000000	60399.000000	1.000000	1.000000
169	5.000000	500.000000	0	1.500000	1.500000	21.555675	1.908513	17621.000000	90672.000000	1.000000	1.000000
170	5.000000	500.000000	0	1.500000	1.500000	0.333798	3.988322	62129.000000	98079.000000	1.000000	1.000000
171	5.000000	500.000000	0	1.500000	1.500000	2.015173	10.507976	86780.000000	13671.000000	1.000000	1.000000
172	5.000000	500.000000	0	1.500000	1.500000	3.696605	3.064300	84064.000000	87075.000000	1.000000	1.000000
173	5.000000	500.000000	0	1.500000	1.500000	1.919466	5.708156	13887.000000	13459.000000	1.000000	1.000000
174	5.000000	500.000000	0	1.500000	1.500000	9.449910	3.375167	94379.000000	86635.000000	1.000000	1.000000
175	5.000000	500.000000	0	1.500000	1.500000	4.015939	0.730079	73802.000000	79750.000000	1.000000	1.000000
176	5.000000	500.000000	0	1.500000	1.500000	2.483254	0.665436	29964.000000	53525.000000	1.000000	1.000000
177	5.000000	500.000000	0	1.500000	1.500000	7.945175	4.283511	20265.000000	27603.000000	1.000000	1.000000
178	5.000000	500.000000	0	1.500000	1.500000	4.384139	0.086337	68081.000000	51531.000000	1.000000	1.000000
179	5.000000	500.000000	0	1.500000	1.500000	7.302934	3.297396	30748.000000	3438.000000	1.000000	1.000000
180	5.000000	500.000000	0	1.500000	1.500000	5.660471	8.780965	49801.000000	82533.000000	1.000000	1.000000
181	5.000000	500.000000	0	1.500000	1.500000	1.443207	3.085647	17862.000000	4453.000000	1.000000	1.000000
182	5.000000	500.000000	0	1.500000	1.500000	4.414380	7.311491	38033.000000	42731.000000	1.000000	1.000000
183	5.000000	500.000000	0	1.500000	1.500000	6.003093	6.510573	52019.000000	19413.000000	1.000000	1.000000
184	5.000000	500.000000	0	1.500000	1.500000	6.858294	3.459544	47445.000000	98191.000000	1.000000	1.000000
185	5.000000	500.000000	0	1.500000	1.500000	2.530959	4.338119	85801.000000	68270.000000	1.000000	1.000000
186	5.000000	500.000000	0	1.500000	1.500000	2.282786	10.354254	82806.000000	36770.000000	1.000000	1.000000
187	5.000000	500.000000	0	1.500000	1.500000	1.416287	2.161750	45410.000000	90094.000000	1.000000	1.000000
188	5.000000	500.000000	0	1.500000	1.500000	2.886522	4.616227	9203.000000	40275.000000	1.000000	1.000000
189	5.000000	500.000000	0	1.500000	1.500000	4.239279	2.702647	19854.000000	32360.000000	1.000000	1.000000
190	5.000000	500.000000	0	1.500000	1.500000	25.680158	8.296202	44628.000000	69935.000000	1.000000	1.000000
191	5.000000	500.000000	0	1.500000	1.500000	2.380920	3.948812	11418.000000	62650.000000	1.000000	1.000000
192	5.000000	500.000000	0	1.500000	1.500000	8.459269	3.597967	53889.000000	77607.000000	1.000000	1.000000
193	5.000000	500.000000	0	1.500000	1.500000	3.574462	5.074132	39661.000000	3481.000000	1.000000	1.000000
194	5.000000	500.000000	0	1.500000	1.500000	1.554618	2.745315	66484.000000	24271.000000	1.000000	1.000000
195	5.000000	500.000000	0	1.500000	1.500000	1.743673	1.666271	75540.000000	92035.000000	1.000000	1.000000
196	5.000000	500.000000	0	1.500000	1.500000	1.565768	11.011100	60850.000000	3463.000000	1.000000	1.000000
197	5.000000	500.000000	0	1.500000	1.500000	2.424767	3.051719	36989.000000	57706.000000	1.000000	1.000000
198	5.000000	500.000000	0	1.500000	1.500000	8.202970	9.278069	63694.000000	88081.000000	1.000000	1.000000
199	5.000000	500.000000	0	1.500000	1.500000	7.692202	4.413183	12631.000000	96320.000000	1.000000	1.000000
200	5.000000	500.000000	0	1.500000	1.500000	3.253703	5.957613	30878.000000	1746.000000	1.000000	1.000000
201	25.000000	250.000000	0	1.500000	1.500000	7.063414	16.018359	94780.000000	65626.000000	1.000000	1.000000
202	25.000000	250.000000	0	1.500000	1.500000	61.917130	23.174298	54123.000000	54436.000000	1.000000	1.000000
202	25.000000	250.000000	0	1.500000	1.500000	24.582127	11.088943	51186.000000	88639.000000	1.000000	1.000000
203	25.000000	250.000000	0	1.500000	1.500000	15.283816	10.634132	27867.000000	11252.000000	1.000000	1.000000
204	25.000000	250.000000	0	1.500000	1.500000	74.726301	22.409315	29924.000000	40146.000000	1.000000	1.000000
205	25.000000	250.000000	0	1.500000	1.500000	23.920383	12.836259	69839.000000	90627.000000	1.000000	1.000000
206	25.000000	250.000000	0	1.500000	1.500000	32.822158	1.794524	67969.000000	77250.000000	1.000000	1.000000
207	25.000000	250.000000	0	1.500000	1.500000	40.457894	2.196783	5241.000000	45034.000000	1.000000	1.000000
208	25.000000	250.000000	0	1.500000	1.500000	10.616468	13.755222	49003.000000	62284.000000	1.000000	1.000000
209	25.000000	250.000000	0	1.500000	1.500000	34.561390	58.176397	12024.000000	27419.000000	1.000000	1.000000
210	25.000000	250.000000	0	1.500000	1.500000	31.958056	1.787314	66684.000000	19003.000000	1.000000	1.000000
211	25.000000	250.000000	0	1.500000	1.500000	18.276395	70.532457	40852.000000	7965.000000	1.000000	1.000000
212	25.000000	250.000000	0	1.500000	1.500000	13.237103	40.062569	34003.000000	58849.000000	1.000000	1.000000
213	25.000000	250.000000	0	1.500000	1.500000	85.899066	104.844222	33994.000000	36540.000000	1.000000	1.000000
214	25.000000	250.000000	0	1.500000	1.500000	54.006872	10.940757	74677.000000	40638.000000	1.000000	1.000000
215	25.000000	250.000000	0	1.500000	1.500000	5.373647	37.487872	65498.000000	17844.000000	1.000000	1.000000
215	25.000000	250.000000	0	1.500000	1.500000	36.214648	34.748516	75783.000000	93824.000000	1.000000	1.000000
216	25.000000	250.000000	0	1.500000	1.500000	8.483340	57.211933	86674.000000	86413.000000	1.000000	1.000000
217	25.000000	250.000000	0	1.500000	1.500000	28.656945	46.523144	36734.000000	56881.000000	1.000000	1.000000
218	25.000000	250.000000	0	1.500000	1.500000	42.827488	23.974717	55350.000000	59788.000000	1.000000	1.000000
219	25.000000	250.000000	0	1.500000	1.500000	26.720020	14.134698	95931.000000	55557.000000	1.000000	1.000000
220	25.000000	250.000000	0	1.500000	1.500000	51.427981	19.389644	23200.000000	84826.000000	1.000000	1.000000
221	25.000000	250.000000	0	1.500000	1.500000	7.116945	9.121029	87980.000000	17295.000000	1.000000	1.000000
222	25.000000	250.000000	0	1.500000	1.500000	71.369876	9.253448	71765.000000	97076.000000	1.000000	1.000000
223	25.000000	250.000000	0	1.500000	1.500000	15.787576	3.125304	19251.000000	86379.000000	1.000000	1.000000
224	25.000000	250.000000	0	1.500000	1.500000	56.319394	32.373154	29256.000000	51573.000000	1.000000	1.000000
225	25.000000	250.000000	0	1.500000	1.500000	3.532219	38.453231	11021.000000	37917.000000	1.000000	1.000000
226	25.000000	250.000000	0	1.500000	1.500000	7.282873	39.326858	4205.000000	2097.000000	1.000000	1.000000
227	25.000000	250.000000	0	1.500000	1.500000	4.406412	5.142608	924.000000	5169.000000	1.000000	1.000000
228	25.000000	250.000000	0	1.500000	1.500000	31.112962	16.006271	695.000000	28090.000000	1.000000	1.000000
229	25.000000	250.000000	0	1.500000	1.500000	13.032261	17.464559	15341.000000	13621.000000	1.000000	1.000000
230	25.000000	250.000000	0	1.500000	1.500000	11.951209	6.040042	70270.000000	98724.000000	1.000000	1.000000
231	25.000000	250.000000	0	1.500000	1.500000	11.953085	29.843906	32575.000000	61215.000000	1.000000	1.000000
232	25.000000	250.000000	0	1.500000	1.500000	4.279564	4.331830	1641.000000	27070.000000	1.000000	1.000000
233	25.000000	250.000000	0	1.500000	1.500000	40.960087	17.931876	18557.000000	64085.000000	1.000000	1.000000
234	25.000000	250.000000	0	1.500000	1.500000	10.238858	23.192406	19427.000000	90375.000000	1.000000	1.000000
235	25.000000	250.000000	0	1.500000	1.500000	51.127992	27.899514	21890.000000	3770.000000	1.000000	1.000000
236	25.000000	250.000000	0	1.500000	1.500000	34.511938	2.105585	96070.000000	68380.000000	1.000000	1.000000
237	25.000000	250.000000	0	1.500000	1.500000	26.169560	1.168363	48170.000000	64411.000000	1.000000	1.000000
238	25.000000	250.000000	0	1.500000	1.500000	0.515328	1.524310	23177.000000	71740.000000	1.000000	1.000000
